"order";"family";"feature";"data_set";"tolerance";"case_def"
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_4";0;"B"
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_5";0.019438100564218;"B"
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_1";0.00313686379970463;"B"
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_3";0.000420898811174375;"B"
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_2";52.2802187985354;"B"
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_4";0;"B"
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_5";76.3545521297956;"B"
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_1";17.2999700379495;"B"
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_3";127.883731070448;"B"
360;"Distance zone 3D";"Grey level non-uniformity";"case_2";3.33988947184557;"B"
360;"Distance zone 3D";"Grey level non-uniformity";"case_4";0;"B"
360;"Distance zone 3D";"Grey level non-uniformity";"case_5";4.65649298987365;"B"
360;"Distance zone 3D";"Grey level non-uniformity";"case_1";2.89382742976107;"B"
360;"Distance zone 3D";"Grey level non-uniformity";"case_3";4.52589243334702;"B"
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_2";0.000279201331086496;"B"
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_4";0;"B"
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_5";0.000242510607843428;"B"
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_1";0.00011555076674974;"B"
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_3";0.000186835353450516;"B"
362;"Distance zone 3D";"Zone distance non-uniformity";"case_2";5.83115629657057;"B"
362;"Distance zone 3D";"Zone distance non-uniformity";"case_4";0;"B"
362;"Distance zone 3D";"Zone distance non-uniformity";"case_5";5.0790376427436;"B"
362;"Distance zone 3D";"Zone distance non-uniformity";"case_1";9.86305104024588;"B"
362;"Distance zone 3D";"Zone distance non-uniformity";"case_3";26.5682070141103;"B"
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_2";0.00269873574977658;"B"
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_4";0;"B"
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_5";0.00250025451706978;"B"
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_1";0.00317333744446312;"B"
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_3";0.00360211585568775;"B"
364;"Distance zone 3D";"Zone percentage";"case_2";0.00102481307996208;"B"
364;"Distance zone 3D";"Zone percentage";"case_4";0;"B"
364;"Distance zone 3D";"Zone percentage";"case_5";0.000478648993786739;"B"
364;"Distance zone 3D";"Zone percentage";"case_1";0.00197228587555239;"B"
364;"Distance zone 3D";"Zone percentage";"case_3";0.00235806538021589;"B"
365;"Distance zone 3D";"Grey level variance";"case_2";0.992949994722963;"B"
365;"Distance zone 3D";"Grey level variance";"case_4";0;"B"
365;"Distance zone 3D";"Grey level variance";"case_5";0.703850330116671;"B"
365;"Distance zone 3D";"Grey level variance";"case_1";0.0824691249153823;"B"
365;"Distance zone 3D";"Grey level variance";"case_3";0.528840657401089;"B"
366;"Distance zone 3D";"Zone distance variance";"case_2";0.0198481991373718;"B"
366;"Distance zone 3D";"Zone distance variance";"case_4";0;"B"
366;"Distance zone 3D";"Zone distance variance";"case_5";0.0331926521579394;"B"
366;"Distance zone 3D";"Zone distance variance";"case_1";0.0119330325118466;"B"
366;"Distance zone 3D";"Zone distance variance";"case_3";0.0492701417816417;"B"
367;"Distance zone 3D";"Zone distance entropy";"case_2";0.00628742349280031;"B"
367;"Distance zone 3D";"Zone distance entropy";"case_4";0;"B"
367;"Distance zone 3D";"Zone distance entropy";"case_5";0.00703401177173668;"B"
367;"Distance zone 3D";"Zone distance entropy";"case_1";0.0137352777219431;"B"
367;"Distance zone 3D";"Zone distance entropy";"case_3";0.0231992758089439;"B"
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_2";0.000410374844543167;"B"
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_4";0;"B"
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_5";0.000274620643481941;"B"
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_1";0.000445027961661462;"B"
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_3";0.000180968810429608;"B"
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_2";0.000814313892198235;"B"
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_4";0;"B"
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_5";0.000729325489244971;"B"
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_1";0.00152321527715478;"B"
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_3";0.00311790629937887;"B"
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_2";0.00395371398640629;"B"
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_4";0;"B"
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_5";0.00401084296376208;"B"
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_1";0.000826504920260211;"B"
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_3";0.000150156637164469;"B"
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_2";5.65458992657397;"B"
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_4";0;"B"
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_5";7.77305061302775;"B"
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_1";7.75314328212031;"B"
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_3";28.4913043364722;"B"
372;"Neighbourhood grey tone difference 2D";"Strength";"case_2";0.219131938466927;"B"
372;"Neighbourhood grey tone difference 2D";"Strength";"case_4";0;"B"
372;"Neighbourhood grey tone difference 2D";"Strength";"case_5";0.141221320572571;"B"
372;"Neighbourhood grey tone difference 2D";"Strength";"case_1";0.0714514727203494;"B"
372;"Neighbourhood grey tone difference 2D";"Strength";"case_3";0.0457225860407702;"B"
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_2";2.6471544676057e-06;"B"
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_4";0;"B"
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_5";3.31733639583214e-06;"B"
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_1";2.47817394030062e-06;"B"
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_3";3.2530247655831e-06;"B"
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_2";0.000356441379618042;"B"
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_4";0;"B"
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_5";0.00020519118170251;"B"
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_1";0.000808662576659055;"B"
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_3";0.00168288745045653;"B"
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_2";0.0686776144508115;"B"
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_4";0;"B"
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_5";0.0998608161825751;"B"
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_1";0.00696810034163156;"B"
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_3";0.00912571821938122;"B"
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_2";4.1214272091329;"B"
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_4";0;"B"
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_5";2.44537709459412;"B"
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_1";20.5088739024597;"B"
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_3";49.2156825946406;"B"
377;"Neighbourhood grey tone difference 3D";"Strength";"case_2";0.00596364026008959;"B"
377;"Neighbourhood grey tone difference 3D";"Strength";"case_4";0;"B"
377;"Neighbourhood grey tone difference 3D";"Strength";"case_5";0.00219722118536152;"B"
377;"Neighbourhood grey tone difference 3D";"Strength";"case_1";0.00158697383987044;"B"
377;"Neighbourhood grey tone difference 3D";"Strength";"case_3";0.0133792124315013;"B"
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_2";0.000926456495218675;"B"
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_4";0;"B"
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_5";0.00152182627256618;"B"
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_1";0.00224920007123739;"B"
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_3";0.00284200695706239;"B"
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_2";0.131496358788048;"B"
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_4";0;"B"
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_5";0.218505754211369;"B"
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_1";0.0807820175734863;"B"
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_3";0.120504631664778;"B"
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_2";0.000367178595547328;"B"
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_4";0;"B"
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_5";0.000527060756041991;"B"
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_1";0.00015226619376796;"B"
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_3";3.286721230824e-05;"B"
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_2";9.52228846804979;"B"
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_4";0;"B"
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_5";6.76120655726139;"B"
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_1";1.13231050852282;"B"
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_3";5.93802362686413;"B"
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_2";0.000223820797908475;"B"
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_4";0;"B"
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_5";0.000342227922594639;"B"
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_1";0.00014654082977855;"B"
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_3";2.00867750476863e-05;"B"
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_2";2.16745114318191;"B"
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_4";0;"B"
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_5";3.01850257299332;"B"
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_1";0.302903138996086;"B"
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_3";1.19883805258374;"B"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_2";0.00191378399798717;"B"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_4";0;"B"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_5";0.00212904372254571;"B"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_1";0.000757787752179417;"B"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_3";8.34598306530883e-05;"B"
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_2";123.928633448111;"B"
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_4";0;"B"
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_5";17.8418483607373;"B"
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_1";43.5592107985716;"B"
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_3";232.43751783563;"B"
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_2";1.67557883749878;"B"
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_4";0;"B"
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_5";2.95340450060297;"B"
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_1";0.238116163067775;"B"
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_3";0.365304487230821;"B"
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_2";0.000394057774351375;"B"
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_4";0;"B"
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_5";0.00143504932283599;"B"
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_1";0.00155846032571795;"B"
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_3";0.00194168377558976;"B"
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_2";0.688982611372131;"B"
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_4";0;"B"
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_5";0.436551855795341;"B"
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_1";1.48424412607467;"B"
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_3";2.33353082153364;"B"
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_2";0.000675915953099439;"B"
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_4";0;"B"
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_5";0.0014351628075813;"B"
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_1";0.00037179998314702;"B"
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_3";0.00045629755741381;"B"
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_2";0;"B"
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_4";0;"B"
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_5";0;"B"
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_1";0;"B"
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_3";0;"B"
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_2";0.272954493091762;"B"
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_4";0;"B"
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_5";0.122945760384997;"B"
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_1";0.353691536938393;"B"
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_3";1.59496204484164;"B"
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_2";0.0446172259967048;"B"
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_4";0;"B"
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_5";0.0601864237568921;"B"
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_1";0.0122148861661321;"B"
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_3";0.0125029425899781;"B"
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_2";0.00571246315805989;"B"
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_4";0;"B"
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_5";0.00228725412818713;"B"
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_1";0.013140980106248;"B"
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_3";0.0181163650758669;"B"
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_2";0.000125492429979844;"B"
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_4";0;"B"
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_5";5.17949106179024e-05;"B"
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_1";0.000273959547693695;"B"
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_3";0.000281219126088907;"B"
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_2";0.000712805212354987;"B"
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_4";0;"B"
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_5";0.000222596568732506;"B"
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_1";0.0016570461792838;"B"
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_3";0.00200899708344096;"B"
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_2";1.0943641758398;"B"
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_4";0;"B"
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_5";1.98912550560033;"B"
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_1";0.668628287214876;"B"
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_3";1.14119162975042;"B"
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_2";0.000365136916743047;"B"
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_4";0;"B"
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_5";0.000385347048237526;"B"
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_1";0.000237749493733596;"B"
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_3";3.05601199223717e-05;"B"
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_2";9.89192584383056;"B"
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_4";0;"B"
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_5";6.27715080921802;"B"
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_1";1.14688615390104;"B"
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_3";6.4481967482275;"B"
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_2";0.000160007141427887;"B"
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_4";0;"B"
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_5";0.00015399618208298;"B"
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_1";0.000131243779181596;"B"
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_3";1.10926411879092e-05;"B"
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_2";0.82008729524172;"B"
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_4";0;"B"
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_5";0.838893209525085;"B"
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_1";0.251347932773017;"B"
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_3";1.15513305980668;"B"
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_2";0.00866435799988432;"B"
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_4";0;"B"
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_5";0.0101021067013059;"B"
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_1";0.000597609606832786;"B"
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_3";0.000122319046417654;"B"
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_2";673.178615687655;"B"
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_4";0;"B"
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_5";318.783834585925;"B"
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_1";337.562788442706;"B"
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_3";2087.73987520238;"B"
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_2";37.6906230111914;"B"
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_4";0;"B"
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_5";126.512012028466;"B"
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_1";5.47768306643429;"B"
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_3";5.41294998253743;"B"
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_2";0.000421729070174222;"B"
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_4";0;"B"
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_5";0.00146747663254957;"B"
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_1";0.0014543209405324;"B"
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_3";0.00200084458775469;"B"
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_2";7.62989412616388;"B"
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_4";0;"B"
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_5";5.02845657794242;"B"
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_1";18.1409525150182;"B"
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_3";51.678620833922;"B"
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_2";0.000161394949813619;"B"
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_4";0;"B"
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_5";0.000662032409102271;"B"
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_1";0.000248420635177816;"B"
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_3";0.000391221831790606;"B"
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_2";0;"B"
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_4";0;"B"
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_5";0;"B"
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_1";0;"B"
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_3";0;"B"
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_2";0.0967279683696225;"B"
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_4";0;"B"
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_5";0.112963194617806;"B"
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_1";0.465384031501034;"B"
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_3";2.00498398960937;"B"
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_2";0.475654058994592;"B"
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_4";0;"B"
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_5";0.671993004714471;"B"
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_1";0.0671553262500485;"B"
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_3";0.088801259518706;"B"
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_2";0.00415150368686095;"B"
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_4";0;"B"
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_5";0.00241127275134434;"B"
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_1";0.00907540412788785;"B"
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_3";0.0167880533591638;"B"
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_2";3.39380562604128e-05;"B"
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_4";0;"B"
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_5";1.27990051249782e-05;"B"
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_1";6.84768443577406e-05;"B"
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_3";9.05226561547648e-05;"B"
