"order";"family";"feature";"data_set";"tolerance";"case_def"
152;"Co-occurrence 2D-avg";"Dissimilarity";"case_2";0.00523216235077028;"B"
152;"Co-occurrence 2D-avg";"Dissimilarity";"case_4";0;"B"
152;"Co-occurrence 2D-avg";"Dissimilarity";"case_5";0.00901310132068363;"B"
152;"Co-occurrence 2D-avg";"Dissimilarity";"case_1";0.0223706243753251;"B"
152;"Co-occurrence 2D-avg";"Dissimilarity";"case_3";0.0345165204317207;"B"
153;"Co-occurrence 2D-avg";"Inverse difference";"case_2";0.000556092629844135;"B"
153;"Co-occurrence 2D-avg";"Inverse difference";"case_4";0;"B"
153;"Co-occurrence 2D-avg";"Inverse difference";"case_5";0.00226381961510431;"B"
153;"Co-occurrence 2D-avg";"Inverse difference";"case_1";0.00186842852117063;"B"
153;"Co-occurrence 2D-avg";"Inverse difference";"case_3";0.00254211165481532;"B"
154;"Co-occurrence 2D-avg";"Inverse difference normalised";"case_2";0.000132141281332593;"B"
154;"Co-occurrence 2D-avg";"Inverse difference normalised";"case_4";0;"B"
154;"Co-occurrence 2D-avg";"Inverse difference normalised";"case_5";0.000232488142200893;"B"
154;"Co-occurrence 2D-avg";"Inverse difference normalised";"case_1";0.000168599702309946;"B"
154;"Co-occurrence 2D-avg";"Inverse difference normalised";"case_3";0.000291769872527231;"B"
155;"Co-occurrence 2D-avg";"Inverse difference moment";"case_2";0.000591423982069927;"B"
155;"Co-occurrence 2D-avg";"Inverse difference moment";"case_4";0;"B"
155;"Co-occurrence 2D-avg";"Inverse difference moment";"case_5";0.00272792703653929;"B"
155;"Co-occurrence 2D-avg";"Inverse difference moment";"case_1";0.0021740545773323;"B"
155;"Co-occurrence 2D-avg";"Inverse difference moment";"case_3";0.00292700531790172;"B"
156;"Co-occurrence 2D-avg";"Inverse difference moment normalised";"case_2";4.34177391579693e-05;"B"
156;"Co-occurrence 2D-avg";"Inverse difference moment normalised";"case_4";0;"B"
156;"Co-occurrence 2D-avg";"Inverse difference moment normalised";"case_5";6.16266515171382e-05;"B"
156;"Co-occurrence 2D-avg";"Inverse difference moment normalised";"case_1";5.88002671304877e-05;"B"
156;"Co-occurrence 2D-avg";"Inverse difference moment normalised";"case_3";8.1546232603924e-05;"B"
157;"Co-occurrence 2D-avg";"Inverse variance";"case_2";0.0015597371991388;"B"
157;"Co-occurrence 2D-avg";"Inverse variance";"case_4";0;"B"
157;"Co-occurrence 2D-avg";"Inverse variance";"case_5";0.000750125460933887;"B"
157;"Co-occurrence 2D-avg";"Inverse variance";"case_1";0.000980784737117726;"B"
157;"Co-occurrence 2D-avg";"Inverse variance";"case_3";0.00129714238248968;"B"
158;"Co-occurrence 2D-avg";"Correlation";"case_2";0.00139104492328785;"B"
158;"Co-occurrence 2D-avg";"Correlation";"case_4";0;"B"
158;"Co-occurrence 2D-avg";"Correlation";"case_5";0.0018658141436115;"B"
158;"Co-occurrence 2D-avg";"Correlation";"case_1";0.00146581586785035;"B"
158;"Co-occurrence 2D-avg";"Correlation";"case_3";0.00322296523209056;"B"
159;"Co-occurrence 2D-avg";"Autocorrelation";"case_2";9.67914100804432;"B"
159;"Co-occurrence 2D-avg";"Autocorrelation";"case_4";0;"B"
159;"Co-occurrence 2D-avg";"Autocorrelation";"case_5";6.76603297033555;"B"
159;"Co-occurrence 2D-avg";"Autocorrelation";"case_1";1.0597605192469;"B"
159;"Co-occurrence 2D-avg";"Autocorrelation";"case_3";5.74132888811765;"B"
160;"Co-occurrence 2D-avg";"Cluster tendency";"case_2";0.921118905946916;"B"
160;"Co-occurrence 2D-avg";"Cluster tendency";"case_4";0;"B"
160;"Co-occurrence 2D-avg";"Cluster tendency";"case_5";0.279317815036763;"B"
160;"Co-occurrence 2D-avg";"Cluster tendency";"case_1";0.852346160633674;"B"
160;"Co-occurrence 2D-avg";"Cluster tendency";"case_3";5.14065293977607;"B"
161;"Co-occurrence 2D-avg";"Cluster shade";"case_2";15.6291183500848;"B"
161;"Co-occurrence 2D-avg";"Cluster shade";"case_4";0;"B"
161;"Co-occurrence 2D-avg";"Cluster shade";"case_5";6.12016689352438;"B"
161;"Co-occurrence 2D-avg";"Cluster shade";"case_1";10.7324547459642;"B"
161;"Co-occurrence 2D-avg";"Cluster shade";"case_3";114.954385095377;"B"
162;"Co-occurrence 2D-avg";"Cluster prominence";"case_2";1316.26125988009;"B"
162;"Co-occurrence 2D-avg";"Cluster prominence";"case_4";0;"B"
162;"Co-occurrence 2D-avg";"Cluster prominence";"case_5";409.728612775967;"B"
162;"Co-occurrence 2D-avg";"Cluster prominence";"case_1";440.201569912512;"B"
162;"Co-occurrence 2D-avg";"Cluster prominence";"case_3";9646.56798253557;"B"
163;"Co-occurrence 2D-avg";"Information correlation 1";"case_2";0.000372857562927209;"B"
163;"Co-occurrence 2D-avg";"Information correlation 1";"case_4";0;"B"
163;"Co-occurrence 2D-avg";"Information correlation 1";"case_5";0.000232535060306859;"B"
163;"Co-occurrence 2D-avg";"Information correlation 1";"case_1";0.000206581139015682;"B"
163;"Co-occurrence 2D-avg";"Information correlation 1";"case_3";0.00104906829953947;"B"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_2";0.00073549581841848;"B"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_4";0;"B"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_5";0.000510352847182866;"B"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_1";0.00163871937134544;"B"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_3";0.00239167839008437;"B"
165;"Co-occurrence 2D-comb";"Joint maximum";"case_2";0.00127137557691551;"B"
165;"Co-occurrence 2D-comb";"Joint maximum";"case_4";0;"B"
165;"Co-occurrence 2D-comb";"Joint maximum";"case_5";0.00243148968623887;"B"
165;"Co-occurrence 2D-comb";"Joint maximum";"case_1";0.000803839117700687;"B"
165;"Co-occurrence 2D-comb";"Joint maximum";"case_3";0.000846088170039799;"B"
166;"Co-occurrence 2D-comb";"Joint average";"case_2";0.22430501260148;"B"
166;"Co-occurrence 2D-comb";"Joint average";"case_4";0;"B"
166;"Co-occurrence 2D-comb";"Joint average";"case_5";0.17266036733359;"B"
166;"Co-occurrence 2D-comb";"Joint average";"case_1";0.0291393565530887;"B"
166;"Co-occurrence 2D-comb";"Joint average";"case_3";0.0958865785103612;"B"
167;"Co-occurrence 2D-comb";"Joint variance";"case_2";0.239837460228955;"B"
167;"Co-occurrence 2D-comb";"Joint variance";"case_4";0;"B"
167;"Co-occurrence 2D-comb";"Joint variance";"case_5";0.0786282366892087;"B"
167;"Co-occurrence 2D-comb";"Joint variance";"case_1";0.275829813675774;"B"
167;"Co-occurrence 2D-comb";"Joint variance";"case_3";1.40831696712338;"B"
168;"Co-occurrence 2D-comb";"Joint entropy";"case_2";0.0085403823345426;"B"
168;"Co-occurrence 2D-comb";"Joint entropy";"case_4";0;"B"
168;"Co-occurrence 2D-comb";"Joint entropy";"case_5";0.0173528764760632;"B"
168;"Co-occurrence 2D-comb";"Joint entropy";"case_1";0.029769603980145;"B"
168;"Co-occurrence 2D-comb";"Joint entropy";"case_3";0.0427757349856194;"B"
169;"Co-occurrence 2D-comb";"Difference average";"case_2";0.0052253047878778;"B"
169;"Co-occurrence 2D-comb";"Difference average";"case_4";0;"B"
169;"Co-occurrence 2D-comb";"Difference average";"case_5";0.00900201473086565;"B"
169;"Co-occurrence 2D-comb";"Difference average";"case_1";0.0224075404914088;"B"
169;"Co-occurrence 2D-comb";"Difference average";"case_3";0.0344678839924383;"B"
170;"Co-occurrence 2D-comb";"Difference variance";"case_2";0.0369271173727269;"B"
170;"Co-occurrence 2D-comb";"Difference variance";"case_4";0;"B"
170;"Co-occurrence 2D-comb";"Difference variance";"case_5";0.0432510208265921;"B"
170;"Co-occurrence 2D-comb";"Difference variance";"case_1";0.18257691688056;"B"
170;"Co-occurrence 2D-comb";"Difference variance";"case_3";0.368439948766873;"B"
171;"Co-occurrence 2D-comb";"Difference entropy";"case_2";0.00618831857831526;"B"
171;"Co-occurrence 2D-comb";"Difference entropy";"case_4";0;"B"
171;"Co-occurrence 2D-comb";"Difference entropy";"case_5";0.00469961650869959;"B"
171;"Co-occurrence 2D-comb";"Difference entropy";"case_1";0.016103706982103;"B"
171;"Co-occurrence 2D-comb";"Difference entropy";"case_3";0.0211690902646251;"B"
172;"Co-occurrence 2D-comb";"Sum average";"case_2";0.448610025202961;"B"
172;"Co-occurrence 2D-comb";"Sum average";"case_4";0;"B"
172;"Co-occurrence 2D-comb";"Sum average";"case_5";0.34532073466718;"B"
172;"Co-occurrence 2D-comb";"Sum average";"case_1";0.0582787131061778;"B"
172;"Co-occurrence 2D-comb";"Sum average";"case_3";0.191773157020722;"B"
173;"Co-occurrence 2D-comb";"Sum variance";"case_2";0.925820829887864;"B"
173;"Co-occurrence 2D-comb";"Sum variance";"case_4";0;"B"
173;"Co-occurrence 2D-comb";"Sum variance";"case_5";0.277056861297629;"B"
173;"Co-occurrence 2D-comb";"Sum variance";"case_1";0.849389457868233;"B"
173;"Co-occurrence 2D-comb";"Sum variance";"case_3";5.14259783652819;"B"
174;"Co-occurrence 2D-comb";"Sum entropy";"case_2";0.00496899032701348;"B"
174;"Co-occurrence 2D-comb";"Sum entropy";"case_4";0;"B"
174;"Co-occurrence 2D-comb";"Sum entropy";"case_5";0.00786663112828525;"B"
174;"Co-occurrence 2D-comb";"Sum entropy";"case_1";0.0176068535611769;"B"
174;"Co-occurrence 2D-comb";"Sum entropy";"case_3";0.026827475369477;"B"
175;"Co-occurrence 2D-comb";"Angular second moment";"case_2";0.000470838149688803;"B"
175;"Co-occurrence 2D-comb";"Angular second moment";"case_4";0;"B"
175;"Co-occurrence 2D-comb";"Angular second moment";"case_5";0.00098627686034796;"B"
175;"Co-occurrence 2D-comb";"Angular second moment";"case_1";0.000681157768449776;"B"
175;"Co-occurrence 2D-comb";"Angular second moment";"case_3";0.000822122420403158;"B"
176;"Co-occurrence 2D-comb";"Contrast";"case_2";0.0576757429565474;"B"
176;"Co-occurrence 2D-comb";"Contrast";"case_4";0;"B"
176;"Co-occurrence 2D-comb";"Contrast";"case_5";0.0907627411613182;"B"
176;"Co-occurrence 2D-comb";"Contrast";"case_1";0.256223973494577;"B"
176;"Co-occurrence 2D-comb";"Contrast";"case_3";0.495822346165823;"B"
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_2";0.00522530478787779;"B"
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_4";0;"B"
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_5";0.00900201473086564;"B"
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_1";0.0224075404914088;"B"
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_3";0.0344678839924383;"B"
178;"Co-occurrence 2D-comb";"Inverse difference";"case_2";0.000554256594667557;"B"
178;"Co-occurrence 2D-comb";"Inverse difference";"case_4";0;"B"
178;"Co-occurrence 2D-comb";"Inverse difference";"case_5";0.00226045588056278;"B"
178;"Co-occurrence 2D-comb";"Inverse difference";"case_1";0.00186876115014516;"B"
178;"Co-occurrence 2D-comb";"Inverse difference";"case_3";0.00254220056897801;"B"
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_2";0.000133277603213838;"B"
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_4";0;"B"
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_5";0.000232185182524713;"B"
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_1";0.000169192409285568;"B"
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_3";0.000291363245422299;"B"
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_2";0.000590954012292078;"B"
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_4";0;"B"
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_5";0.00272890910788711;"B"
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_1";0.00217879277298828;"B"
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_3";0.00293065943284876;"B"
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_2";4.267161549531e-05;"B"
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_4";0;"B"
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_5";6.14086415107906e-05;"B"
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_1";5.85424577222826e-05;"B"
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_3";8.14445881473114e-05;"B"
182;"Co-occurrence 2D-comb";"Inverse variance";"case_2";0.00155943556030505;"B"
182;"Co-occurrence 2D-comb";"Inverse variance";"case_4";0;"B"
182;"Co-occurrence 2D-comb";"Inverse variance";"case_5";0.000752772149245567;"B"
182;"Co-occurrence 2D-comb";"Inverse variance";"case_1";0.000983772333473917;"B"
182;"Co-occurrence 2D-comb";"Inverse variance";"case_3";0.00128963921704764;"B"
183;"Co-occurrence 2D-comb";"Correlation";"case_2";0.00139967232608808;"B"
183;"Co-occurrence 2D-comb";"Correlation";"case_4";0;"B"
183;"Co-occurrence 2D-comb";"Correlation";"case_5";0.00181921690931974;"B"
183;"Co-occurrence 2D-comb";"Correlation";"case_1";0.00141991542179905;"B"
183;"Co-occurrence 2D-comb";"Correlation";"case_3";0.00318439082367225;"B"
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_2";9.67913688492224;"B"
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_4";0;"B"
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_5";6.7651460755061;"B"
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_1";1.05942783783213;"B"
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_3";5.74228338502894;"B"
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_2";0.925820829887864;"B"
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_4";0;"B"
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_5";0.277056861297629;"B"
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_1";0.849389457868232;"B"
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_3";5.1425978365282;"B"
186;"Co-occurrence 2D-comb";"Cluster shade";"case_2";15.9769631176059;"B"
186;"Co-occurrence 2D-comb";"Cluster shade";"case_4";0;"B"
186;"Co-occurrence 2D-comb";"Cluster shade";"case_5";6.27812131982906;"B"
186;"Co-occurrence 2D-comb";"Cluster shade";"case_1";10.4599672922536;"B"
186;"Co-occurrence 2D-comb";"Cluster shade";"case_3";115.165917341642;"B"
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_2";1330.25114550226;"B"
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_4";0;"B"
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_5";420.81915523851;"B"
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_1";440.114707947696;"B"
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_3";9660.88917779271;"B"
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_2";0.000186241111446363;"B"
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_4";0;"B"
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_5";0.000356426478168406;"B"
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_1";0.000213433546756447;"B"
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_3";0.000637477764014865;"B"
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_2";0.000732783215251487;"B"
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_4";0;"B"
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_5";0.000584474766497139;"B"
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_1";0.00149907734858963;"B"
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_3";0.00234385778797787;"B"
190;"Co-occurrence 3D-avg";"Joint maximum";"case_2";0.0012240492911491;"B"
190;"Co-occurrence 3D-avg";"Joint maximum";"case_4";0;"B"
190;"Co-occurrence 3D-avg";"Joint maximum";"case_5";0.00225227610529414;"B"
190;"Co-occurrence 3D-avg";"Joint maximum";"case_1";0.000671723120175552;"B"
190;"Co-occurrence 3D-avg";"Joint maximum";"case_3";0.00126725545334234;"B"
191;"Co-occurrence 3D-avg";"Joint average";"case_2";0.230514763093467;"B"
191;"Co-occurrence 3D-avg";"Joint average";"case_4";0;"B"
191;"Co-occurrence 3D-avg";"Joint average";"case_5";0.160165401226396;"B"
191;"Co-occurrence 3D-avg";"Joint average";"case_1";0.0297140210441825;"B"
191;"Co-occurrence 3D-avg";"Joint average";"case_3";0.102072351796046;"B"
192;"Co-occurrence 3D-avg";"Joint variance";"case_2";0.0802639192713406;"B"
192;"Co-occurrence 3D-avg";"Joint variance";"case_4";0;"B"
192;"Co-occurrence 3D-avg";"Joint variance";"case_5";0.0870087791613589;"B"
192;"Co-occurrence 3D-avg";"Joint variance";"case_1";0.370798461500757;"B"
192;"Co-occurrence 3D-avg";"Joint variance";"case_3";1.88756703815063;"B"
193;"Co-occurrence 3D-avg";"Joint entropy";"case_2";0.00680714164746088;"B"
193;"Co-occurrence 3D-avg";"Joint entropy";"case_4";0;"B"
193;"Co-occurrence 3D-avg";"Joint entropy";"case_5";0.0222627310323948;"B"
193;"Co-occurrence 3D-avg";"Joint entropy";"case_1";0.0301119705059102;"B"
193;"Co-occurrence 3D-avg";"Joint entropy";"case_3";0.0491295063696863;"B"
194;"Co-occurrence 3D-avg";"Difference average";"case_2";0.00629289023579198;"B"
194;"Co-occurrence 3D-avg";"Difference average";"case_4";0;"B"
194;"Co-occurrence 3D-avg";"Difference average";"case_5";0.00677280772218001;"B"
194;"Co-occurrence 3D-avg";"Difference average";"case_1";0.0240906727912245;"B"
194;"Co-occurrence 3D-avg";"Difference average";"case_3";0.0388309121364082;"B"
195;"Co-occurrence 3D-avg";"Difference variance";"case_2";0.0371000149775565;"B"
195;"Co-occurrence 3D-avg";"Difference variance";"case_4";0;"B"
195;"Co-occurrence 3D-avg";"Difference variance";"case_5";0.028015980530918;"B"
195;"Co-occurrence 3D-avg";"Difference variance";"case_1";0.192227449284415;"B"
195;"Co-occurrence 3D-avg";"Difference variance";"case_3";0.388485156364333;"B"
196;"Co-occurrence 3D-avg";"Difference entropy";"case_2";0.00569547756033457;"B"
196;"Co-occurrence 3D-avg";"Difference entropy";"case_4";0;"B"
196;"Co-occurrence 3D-avg";"Difference entropy";"case_5";0.0043522437998549;"B"
196;"Co-occurrence 3D-avg";"Difference entropy";"case_1";0.015665013433579;"B"
196;"Co-occurrence 3D-avg";"Difference entropy";"case_3";0.0224315094746772;"B"
197;"Co-occurrence 3D-avg";"Sum average";"case_2";0.461029526186934;"B"
197;"Co-occurrence 3D-avg";"Sum average";"case_4";0;"B"
197;"Co-occurrence 3D-avg";"Sum average";"case_5";0.320330802452791;"B"
197;"Co-occurrence 3D-avg";"Sum average";"case_1";0.0594280420883649;"B"
197;"Co-occurrence 3D-avg";"Sum average";"case_3";0.204144703592092;"B"
198;"Co-occurrence 3D-avg";"Sum variance";"case_2";0.287759755095592;"B"
198;"Co-occurrence 3D-avg";"Sum variance";"case_4";0;"B"
198;"Co-occurrence 3D-avg";"Sum variance";"case_5";0.330380839954692;"B"
198;"Co-occurrence 3D-avg";"Sum variance";"case_1";1.20006633585597;"B"
198;"Co-occurrence 3D-avg";"Sum variance";"case_3";6.99188479358236;"B"
199;"Co-occurrence 3D-avg";"Sum entropy";"case_2";0.00416366379811399;"B"
199;"Co-occurrence 3D-avg";"Sum entropy";"case_4";0;"B"
199;"Co-occurrence 3D-avg";"Sum entropy";"case_5";0.0092003505091319;"B"
199;"Co-occurrence 3D-avg";"Sum entropy";"case_1";0.0171313424732797;"B"
199;"Co-occurrence 3D-avg";"Sum entropy";"case_3";0.028787274770475;"B"
200;"Co-occurrence 3D-avg";"Angular second moment";"case_2";0.000403302757780481;"B"
200;"Co-occurrence 3D-avg";"Angular second moment";"case_4";0;"B"
200;"Co-occurrence 3D-avg";"Angular second moment";"case_5";0.000924043366040247;"B"
200;"Co-occurrence 3D-avg";"Angular second moment";"case_1";0.00054774481316918;"B"
200;"Co-occurrence 3D-avg";"Angular second moment";"case_3";0.000832852278767092;"B"
201;"Co-occurrence 3D-avg";"Contrast";"case_2";0.0514405073916005;"B"
201;"Co-occurrence 3D-avg";"Contrast";"case_4";0;"B"
201;"Co-occurrence 3D-avg";"Contrast";"case_5";0.0380284729992718;"B"
201;"Co-occurrence 3D-avg";"Contrast";"case_1";0.280879845129256;"B"
201;"Co-occurrence 3D-avg";"Contrast";"case_3";0.553100573445463;"B"
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_2";0.006292890235792;"B"
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_4";0;"B"
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_5";0.00677280772218;"B"
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_1";0.0240906727912245;"B"
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_3";0.0388309121364082;"B"
203;"Co-occurrence 3D-avg";"Inverse difference";"case_2";0.000452693848245866;"B"
203;"Co-occurrence 3D-avg";"Inverse difference";"case_4";0;"B"
203;"Co-occurrence 3D-avg";"Inverse difference";"case_5";0.00233251791795813;"B"
203;"Co-occurrence 3D-avg";"Inverse difference";"case_1";0.00194606485435544;"B"
203;"Co-occurrence 3D-avg";"Inverse difference";"case_3";0.00291447707087994;"B"
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_2";0.000158416593964317;"B"
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_4";0;"B"
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_5";0.000192462408217792;"B"
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_1";0.000200661229073107;"B"
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_3";0.000363239955349115;"B"
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_2";0.000517382821827023;"B"
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_4";0;"B"
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_5";0.00286203573097902;"B"
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_1";0.00226613102214391;"B"
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_3";0.00337015245244338;"B"
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_2";4.88712922651624e-05;"B"
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_4";0;"B"
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_5";2.96927851229312e-05;"B"
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_1";6.28488476955902e-05;"B"
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_3";9.65120362116101e-05;"B"
207;"Co-occurrence 3D-avg";"Inverse variance";"case_2";0.00149296489209407;"B"
207;"Co-occurrence 3D-avg";"Inverse variance";"case_4";0;"B"
207;"Co-occurrence 3D-avg";"Inverse variance";"case_5";0.000660353716217815;"B"
207;"Co-occurrence 3D-avg";"Inverse variance";"case_1";0.00123249990725278;"B"
207;"Co-occurrence 3D-avg";"Inverse variance";"case_3";0.00153051444977516;"B"
208;"Co-occurrence 3D-avg";"Correlation";"case_2";0.000858733213134799;"B"
208;"Co-occurrence 3D-avg";"Correlation";"case_4";0;"B"
208;"Co-occurrence 3D-avg";"Correlation";"case_5";0.00325096922033997;"B"
208;"Co-occurrence 3D-avg";"Correlation";"case_1";0.000927134801588897;"B"
208;"Co-occurrence 3D-avg";"Correlation";"case_3";0.000667593785528864;"B"
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_2";9.9387308645483;"B"
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_4";0;"B"
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_5";6.12558971038535;"B"
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_1";1.03227412506937;"B"
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_3";6.31581146956944;"B"
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_2";0.287759755095591;"B"
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_4";0;"B"
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_5";0.330380839954692;"B"
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_1";1.20006633585597;"B"
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_3";6.99188479358236;"B"
211;"Co-occurrence 3D-avg";"Cluster shade";"case_2";10.3562578281786;"B"
211;"Co-occurrence 3D-avg";"Cluster shade";"case_4";0;"B"
211;"Co-occurrence 3D-avg";"Cluster shade";"case_5";7.30987178856701;"B"
211;"Co-occurrence 3D-avg";"Cluster shade";"case_1";21.6601208563011;"B"
211;"Co-occurrence 3D-avg";"Cluster shade";"case_3";189.20508233223;"B"
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_2";572.088703922834;"B"
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_4";0;"B"
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_5";138.016238157747;"B"
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_1";643.207425183413;"B"
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_3";10362.462771891;"B"
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_2";0.000154642240802663;"B"
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_4";0;"B"
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_5";0.000921788837212181;"B"
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_1";0.00024038465106242;"B"
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_3";0.000423600578232536;"B"
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_2";0.000695726396506174;"B"
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_4";0;"B"
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_5";0.000845160449877136;"B"
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_1";0.00109662285106151;"B"
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_3";0.000895326797415907;"B"
215;"Co-occurrence 3D-comb";"Joint maximum";"case_2";0.00122542306353976;"B"
215;"Co-occurrence 3D-comb";"Joint maximum";"case_4";0;"B"
215;"Co-occurrence 3D-comb";"Joint maximum";"case_5";0.00225786522138832;"B"
215;"Co-occurrence 3D-comb";"Joint maximum";"case_1";0.000664709467934131;"B"
215;"Co-occurrence 3D-comb";"Joint maximum";"case_3";0.00126784843773907;"B"
216;"Co-occurrence 3D-comb";"Joint average";"case_2";0.230499798867347;"B"
216;"Co-occurrence 3D-comb";"Joint average";"case_4";0;"B"
216;"Co-occurrence 3D-comb";"Joint average";"case_5";0.160177462736054;"B"
216;"Co-occurrence 3D-comb";"Joint average";"case_1";0.0297065914215217;"B"
216;"Co-occurrence 3D-comb";"Joint average";"case_3";0.102070922662906;"B"
217;"Co-occurrence 3D-comb";"Joint variance";"case_2";0.0800008010322795;"B"
217;"Co-occurrence 3D-comb";"Joint variance";"case_4";0;"B"
217;"Co-occurrence 3D-comb";"Joint variance";"case_5";0.0870515864356926;"B"
217;"Co-occurrence 3D-comb";"Joint variance";"case_1";0.370666987635802;"B"
217;"Co-occurrence 3D-comb";"Joint variance";"case_3";1.8874926304588;"B"
218;"Co-occurrence 3D-comb";"Joint entropy";"case_2";0.0065323741624173;"B"
218;"Co-occurrence 3D-comb";"Joint entropy";"case_4";0;"B"
218;"Co-occurrence 3D-comb";"Joint entropy";"case_5";0.0224920525682307;"B"
218;"Co-occurrence 3D-comb";"Joint entropy";"case_1";0.0299708734678534;"B"
218;"Co-occurrence 3D-comb";"Joint entropy";"case_3";0.0491167982942299;"B"
