"order";"family";"feature";"data_set";"tolerance"
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_5";0.000510352847182866
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_1";0.00163871937134544
164;"Co-occurrence 2D-avg";"Information correlation 2";"case_3";0.00239167839008437
165;"Co-occurrence 2D-comb";"Joint maximum";"case_2";0.00127137557691551
165;"Co-occurrence 2D-comb";"Joint maximum";"case_4";0.0046470996233313
165;"Co-occurrence 2D-comb";"Joint maximum";"case_5";0.00243148968623887
165;"Co-occurrence 2D-comb";"Joint maximum";"case_1";0.000803839117700687
165;"Co-occurrence 2D-comb";"Joint maximum";"case_3";0.000846088170039799
166;"Co-occurrence 2D-comb";"Joint average";"case_2";0.22430501260148
166;"Co-occurrence 2D-comb";"Joint average";"case_4";0.371423881489362
166;"Co-occurrence 2D-comb";"Joint average";"case_5";0.17266036733359
166;"Co-occurrence 2D-comb";"Joint average";"case_1";0.0291393565530887
166;"Co-occurrence 2D-comb";"Joint average";"case_3";0.0958865785103612
167;"Co-occurrence 2D-comb";"Joint variance";"case_2";0.239837460228955
167;"Co-occurrence 2D-comb";"Joint variance";"case_4";0.577339021499363
167;"Co-occurrence 2D-comb";"Joint variance";"case_5";0.0786282366892087
167;"Co-occurrence 2D-comb";"Joint variance";"case_1";0.275829813675774
167;"Co-occurrence 2D-comb";"Joint variance";"case_3";1.40831696712338
168;"Co-occurrence 2D-comb";"Joint entropy";"case_2";0.0085403823345426
168;"Co-occurrence 2D-comb";"Joint entropy";"case_4";0.0215018846279448
168;"Co-occurrence 2D-comb";"Joint entropy";"case_5";0.0173528764760632
168;"Co-occurrence 2D-comb";"Joint entropy";"case_1";0.029769603980145
168;"Co-occurrence 2D-comb";"Joint entropy";"case_3";0.0427757349856194
169;"Co-occurrence 2D-comb";"Difference average";"case_2";0.0052253047878778
169;"Co-occurrence 2D-comb";"Difference average";"case_4";0.0165180261039975
169;"Co-occurrence 2D-comb";"Difference average";"case_5";0.00900201473086565
169;"Co-occurrence 2D-comb";"Difference average";"case_1";0.0224075404914088
169;"Co-occurrence 2D-comb";"Difference average";"case_3";0.0344678839924383
170;"Co-occurrence 2D-comb";"Difference variance";"case_2";0.0369271173727269
170;"Co-occurrence 2D-comb";"Difference variance";"case_4";0.126643607172969
170;"Co-occurrence 2D-comb";"Difference variance";"case_5";0.0432510208265921
170;"Co-occurrence 2D-comb";"Difference variance";"case_1";0.18257691688056
170;"Co-occurrence 2D-comb";"Difference variance";"case_3";0.368439948766873
171;"Co-occurrence 2D-comb";"Difference entropy";"case_2";0.00618831857831526
171;"Co-occurrence 2D-comb";"Difference entropy";"case_4";0.00692927365957969
171;"Co-occurrence 2D-comb";"Difference entropy";"case_5";0.00469961650869959
171;"Co-occurrence 2D-comb";"Difference entropy";"case_1";0.016103706982103
171;"Co-occurrence 2D-comb";"Difference entropy";"case_3";0.0211690902646251
172;"Co-occurrence 2D-comb";"Sum average";"case_2";0.448610025202961
172;"Co-occurrence 2D-comb";"Sum average";"case_4";0.742847762978724
172;"Co-occurrence 2D-comb";"Sum average";"case_5";0.34532073466718
172;"Co-occurrence 2D-comb";"Sum average";"case_1";0.0582787131061778
172;"Co-occurrence 2D-comb";"Sum average";"case_3";0.191773157020722
173;"Co-occurrence 2D-comb";"Sum variance";"case_2";0.925820829887864
173;"Co-occurrence 2D-comb";"Sum variance";"case_4";2.0840036581982
173;"Co-occurrence 2D-comb";"Sum variance";"case_5";0.277056861297629
173;"Co-occurrence 2D-comb";"Sum variance";"case_1";0.849389457868233
173;"Co-occurrence 2D-comb";"Sum variance";"case_3";5.14259783652819
174;"Co-occurrence 2D-comb";"Sum entropy";"case_2";0.00496899032701348
174;"Co-occurrence 2D-comb";"Sum entropy";"case_4";0.0146948263718103
174;"Co-occurrence 2D-comb";"Sum entropy";"case_5";0.00786663112828525
174;"Co-occurrence 2D-comb";"Sum entropy";"case_1";0.0176068535611769
174;"Co-occurrence 2D-comb";"Sum entropy";"case_3";0.026827475369477
175;"Co-occurrence 2D-comb";"Angular second moment";"case_2";0.000470838149688803
175;"Co-occurrence 2D-comb";"Angular second moment";"case_4";0.00292829154336952
175;"Co-occurrence 2D-comb";"Angular second moment";"case_5";0.00098627686034796
175;"Co-occurrence 2D-comb";"Angular second moment";"case_1";0.000681157768449776
175;"Co-occurrence 2D-comb";"Angular second moment";"case_3";0.000822122420403158
176;"Co-occurrence 2D-comb";"Contrast";"case_2";0.0576757429565474
176;"Co-occurrence 2D-comb";"Contrast";"case_4";0.215765344556804
176;"Co-occurrence 2D-comb";"Contrast";"case_5";0.0907627411613182
176;"Co-occurrence 2D-comb";"Contrast";"case_1";0.256223973494577
176;"Co-occurrence 2D-comb";"Contrast";"case_3";0.495822346165823
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_2";0.00522530478787779
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_4";0.0165180261039975
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_5";0.00900201473086564
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_1";0.0224075404914088
177;"Co-occurrence 2D-comb";"Dissimilarity";"case_3";0.0344678839924383
178;"Co-occurrence 2D-comb";"Inverse difference";"case_2";0.000554256594667557
178;"Co-occurrence 2D-comb";"Inverse difference";"case_4";0.00230582561848954
178;"Co-occurrence 2D-comb";"Inverse difference";"case_5";0.00226045588056278
178;"Co-occurrence 2D-comb";"Inverse difference";"case_1";0.00186876115014516
178;"Co-occurrence 2D-comb";"Inverse difference";"case_3";0.00254220056897801
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_2";0.000133277603213838
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_4";0.000372266484896444
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_5";0.000232185182524713
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_1";0.000169192409285568
179;"Co-occurrence 2D-comb";"Inverse difference normalised";"case_3";0.000291363245422299
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_2";0.000590954012292078
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_4";0.00235713792612563
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_5";0.00272890910788711
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_1";0.00217879277298828
180;"Co-occurrence 2D-comb";"Inverse difference moment";"case_3";0.00293065943284876
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_2";4.267161549531e-05
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_4";0.000166929258728521
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_5";6.14086415107906e-05
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_1";5.85424577222826e-05
181;"Co-occurrence 2D-comb";"Inverse difference moment normalised";"case_3";8.14445881473114e-05
182;"Co-occurrence 2D-comb";"Inverse variance";"case_2";0.00155943556030505
182;"Co-occurrence 2D-comb";"Inverse variance";"case_4";0.00311967766995819
182;"Co-occurrence 2D-comb";"Inverse variance";"case_5";0.000752772149245567
182;"Co-occurrence 2D-comb";"Inverse variance";"case_1";0.000983772333473917
182;"Co-occurrence 2D-comb";"Inverse variance";"case_3";0.00128963921704764
183;"Co-occurrence 2D-comb";"Correlation";"case_2";0.00139967232608808
183;"Co-occurrence 2D-comb";"Correlation";"case_4";0.00513881677184854
183;"Co-occurrence 2D-comb";"Correlation";"case_5";0.00181921690931974
183;"Co-occurrence 2D-comb";"Correlation";"case_1";0.00141991542179905
183;"Co-occurrence 2D-comb";"Correlation";"case_3";0.00318439082367225
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_2";9.67913688492224
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_4";15.6705228828629
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_5";6.7651460755061
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_1";1.05942783783213
184;"Co-occurrence 2D-comb";"Autocorrelation";"case_3";5.74228338502894
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_2";0.925820829887864
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_4";2.0840036581982
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_5";0.277056861297629
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_1";0.849389457868232
185;"Co-occurrence 2D-comb";"Cluster tendency";"case_3";5.1425978365282
186;"Co-occurrence 2D-comb";"Cluster shade";"case_2";15.9769631176059
186;"Co-occurrence 2D-comb";"Cluster shade";"case_4";16.8998103687961
186;"Co-occurrence 2D-comb";"Cluster shade";"case_5";6.27812131982906
186;"Co-occurrence 2D-comb";"Cluster shade";"case_1";10.4599672922536
186;"Co-occurrence 2D-comb";"Cluster shade";"case_3";115.165917341642
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_2";1330.25114550226
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_4";2143.56376736199
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_5";420.81915523851
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_1";440.114707947696
187;"Co-occurrence 2D-comb";"Cluster prominence";"case_3";9660.88917779271
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_2";0.000186241111446363
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_4";0.000761373963972742
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_5";0.000356426478168406
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_1";0.000213433546756447
188;"Co-occurrence 2D-comb";"Information correlation 1";"case_3";0.000637477764014865
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_2";0.000732783215251487
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_4";0.00135623217602379
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_5";0.000584474766497139
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_1";0.00149907734858963
189;"Co-occurrence 2D-comb";"Information correlation 2";"case_3";0.00234385778797787
190;"Co-occurrence 3D-avg";"Joint maximum";"case_2";0.0012240492911491
190;"Co-occurrence 3D-avg";"Joint maximum";"case_4";0.00591057802268941
190;"Co-occurrence 3D-avg";"Joint maximum";"case_5";0.00225227610529414
190;"Co-occurrence 3D-avg";"Joint maximum";"case_1";0.000671723120175552
190;"Co-occurrence 3D-avg";"Joint maximum";"case_3";0.00126725545334234
191;"Co-occurrence 3D-avg";"Joint average";"case_2";0.230514763093467
191;"Co-occurrence 3D-avg";"Joint average";"case_4";0.379959026136855
191;"Co-occurrence 3D-avg";"Joint average";"case_5";0.160165401226396
191;"Co-occurrence 3D-avg";"Joint average";"case_1";0.0297140210441825
191;"Co-occurrence 3D-avg";"Joint average";"case_3";0.102072351796046
192;"Co-occurrence 3D-avg";"Joint variance";"case_2";0.0802639192713406
192;"Co-occurrence 3D-avg";"Joint variance";"case_4";0.318219182880714
192;"Co-occurrence 3D-avg";"Joint variance";"case_5";0.0870087791613589
192;"Co-occurrence 3D-avg";"Joint variance";"case_1";0.370798461500757
192;"Co-occurrence 3D-avg";"Joint variance";"case_3";1.88756703815063
193;"Co-occurrence 3D-avg";"Joint entropy";"case_2";0.00680714164746088
193;"Co-occurrence 3D-avg";"Joint entropy";"case_4";0.0212621871509518
193;"Co-occurrence 3D-avg";"Joint entropy";"case_5";0.0222627310323948
193;"Co-occurrence 3D-avg";"Joint entropy";"case_1";0.0301119705059102
193;"Co-occurrence 3D-avg";"Joint entropy";"case_3";0.0491295063696863
194;"Co-occurrence 3D-avg";"Difference average";"case_2";0.00629289023579198
194;"Co-occurrence 3D-avg";"Difference average";"case_4";0.0100393567303239
194;"Co-occurrence 3D-avg";"Difference average";"case_5";0.00677280772218001
194;"Co-occurrence 3D-avg";"Difference average";"case_1";0.0240906727912245
194;"Co-occurrence 3D-avg";"Difference average";"case_3";0.0388309121364082
195;"Co-occurrence 3D-avg";"Difference variance";"case_2";0.0371000149775565
195;"Co-occurrence 3D-avg";"Difference variance";"case_4";0.113102509908424
195;"Co-occurrence 3D-avg";"Difference variance";"case_5";0.028015980530918
195;"Co-occurrence 3D-avg";"Difference variance";"case_1";0.192227449284415
195;"Co-occurrence 3D-avg";"Difference variance";"case_3";0.388485156364333
196;"Co-occurrence 3D-avg";"Difference entropy";"case_2";0.00569547756033457
196;"Co-occurrence 3D-avg";"Difference entropy";"case_4";0.00501625750594104
196;"Co-occurrence 3D-avg";"Difference entropy";"case_5";0.0043522437998549
196;"Co-occurrence 3D-avg";"Difference entropy";"case_1";0.015665013433579
196;"Co-occurrence 3D-avg";"Difference entropy";"case_3";0.0224315094746772
197;"Co-occurrence 3D-avg";"Sum average";"case_2";0.461029526186934
197;"Co-occurrence 3D-avg";"Sum average";"case_4";0.759918052273709
197;"Co-occurrence 3D-avg";"Sum average";"case_5";0.320330802452791
197;"Co-occurrence 3D-avg";"Sum average";"case_1";0.0594280420883649
197;"Co-occurrence 3D-avg";"Sum average";"case_3";0.204144703592092
198;"Co-occurrence 3D-avg";"Sum variance";"case_2";0.287759755095592
198;"Co-occurrence 3D-avg";"Sum variance";"case_4";1.26327764757201
198;"Co-occurrence 3D-avg";"Sum variance";"case_5";0.330380839954692
198;"Co-occurrence 3D-avg";"Sum variance";"case_1";1.20006633585597
198;"Co-occurrence 3D-avg";"Sum variance";"case_3";6.99188479358236
199;"Co-occurrence 3D-avg";"Sum entropy";"case_2";0.00416366379811399
199;"Co-occurrence 3D-avg";"Sum entropy";"case_4";0.0120839474280699
199;"Co-occurrence 3D-avg";"Sum entropy";"case_5";0.0092003505091319
199;"Co-occurrence 3D-avg";"Sum entropy";"case_1";0.0171313424732797
199;"Co-occurrence 3D-avg";"Sum entropy";"case_3";0.028787274770475
200;"Co-occurrence 3D-avg";"Angular second moment";"case_2";0.000403302757780481
200;"Co-occurrence 3D-avg";"Angular second moment";"case_4";0.0024169620206098
200;"Co-occurrence 3D-avg";"Angular second moment";"case_5";0.000924043366040247
200;"Co-occurrence 3D-avg";"Angular second moment";"case_1";0.00054774481316918
200;"Co-occurrence 3D-avg";"Angular second moment";"case_3";0.000832852278767092
201;"Co-occurrence 3D-avg";"Contrast";"case_2";0.0514405073916005
201;"Co-occurrence 3D-avg";"Contrast";"case_4";0.137713526500928
201;"Co-occurrence 3D-avg";"Contrast";"case_5";0.0380284729992718
201;"Co-occurrence 3D-avg";"Contrast";"case_1";0.280879845129256
201;"Co-occurrence 3D-avg";"Contrast";"case_3";0.553100573445463
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_2";0.006292890235792
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_4";0.0100393567303239
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_5";0.00677280772218
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_1";0.0240906727912245
202;"Co-occurrence 3D-avg";"Dissimilarity";"case_3";0.0388309121364082
203;"Co-occurrence 3D-avg";"Inverse difference";"case_2";0.000452693848245866
203;"Co-occurrence 3D-avg";"Inverse difference";"case_4";0.00199690789523879
203;"Co-occurrence 3D-avg";"Inverse difference";"case_5";0.00233251791795813
203;"Co-occurrence 3D-avg";"Inverse difference";"case_1";0.00194606485435544
203;"Co-occurrence 3D-avg";"Inverse difference";"case_3";0.00291447707087994
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_2";0.000158416593964317
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_4";0.000228544608482351
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_5";0.000192462408217792
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_1";0.000200661229073107
204;"Co-occurrence 3D-avg";"Inverse difference normalised";"case_3";0.000363239955349115
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_2";0.000517382821827023
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_4";0.0019669242669251
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_5";0.00286203573097902
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_1";0.00226613102214391
205;"Co-occurrence 3D-avg";"Inverse difference moment";"case_3";0.00337015245244338
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_2";4.88712922651624e-05
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_4";9.95583001301703e-05
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_5";2.96927851229312e-05
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_1";6.28488476955902e-05
206;"Co-occurrence 3D-avg";"Inverse difference moment normalised";"case_3";9.65120362116101e-05
207;"Co-occurrence 3D-avg";"Inverse variance";"case_2";0.00149296489209407
207;"Co-occurrence 3D-avg";"Inverse variance";"case_4";0.00424679940066502
207;"Co-occurrence 3D-avg";"Inverse variance";"case_5";0.000660353716217815
207;"Co-occurrence 3D-avg";"Inverse variance";"case_1";0.00123249990725278
207;"Co-occurrence 3D-avg";"Inverse variance";"case_3";0.00153051444977516
208;"Co-occurrence 3D-avg";"Correlation";"case_2";0.000858733213134799
208;"Co-occurrence 3D-avg";"Correlation";"case_4";0.00412046369127848
208;"Co-occurrence 3D-avg";"Correlation";"case_5";0.00325096922033997
208;"Co-occurrence 3D-avg";"Correlation";"case_1";0.000927134801588897
208;"Co-occurrence 3D-avg";"Correlation";"case_3";0.000667593785528864
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_2";9.9387308645483
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_4";16.3270833580202
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_5";6.12558971038535
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_1";1.03227412506937
209;"Co-occurrence 3D-avg";"Autocorrelation";"case_3";6.31581146956944
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_2";0.287759755095591
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_4";1.26327764757201
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_5";0.330380839954692
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_1";1.20006633585597
210;"Co-occurrence 3D-avg";"Cluster tendency";"case_3";6.99188479358236
211;"Co-occurrence 3D-avg";"Cluster shade";"case_2";10.3562578281786
211;"Co-occurrence 3D-avg";"Cluster shade";"case_4";35.6990864206784
211;"Co-occurrence 3D-avg";"Cluster shade";"case_5";7.30987178856701
211;"Co-occurrence 3D-avg";"Cluster shade";"case_1";21.6601208563011
211;"Co-occurrence 3D-avg";"Cluster shade";"case_3";189.20508233223
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_2";572.088703922834
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_4";1872.42148810522
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_5";138.016238157747
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_1";643.207425183413
212;"Co-occurrence 3D-avg";"Cluster prominence";"case_3";10362.462771891
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_2";0.000154642240802663
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_4";0.00198531477631103
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_5";0.000921788837212181
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_1";0.00024038465106242
213;"Co-occurrence 3D-avg";"Information correlation 1";"case_3";0.000423600578232536
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_2";0.000695726396506174
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_4";0.00163875718012851
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_5";0.000845160449877136
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_1";0.00109662285106151
214;"Co-occurrence 3D-avg";"Information correlation 2";"case_3";0.000895326797415907
215;"Co-occurrence 3D-comb";"Joint maximum";"case_2";0.00122542306353976
215;"Co-occurrence 3D-comb";"Joint maximum";"case_4";0.00591283737006108
215;"Co-occurrence 3D-comb";"Joint maximum";"case_5";0.00225786522138832
215;"Co-occurrence 3D-comb";"Joint maximum";"case_1";0.000664709467934131
215;"Co-occurrence 3D-comb";"Joint maximum";"case_3";0.00126784843773907
216;"Co-occurrence 3D-comb";"Joint average";"case_2";0.230499798867347
216;"Co-occurrence 3D-comb";"Joint average";"case_4";0.37995547436229
216;"Co-occurrence 3D-comb";"Joint average";"case_5";0.160177462736054
216;"Co-occurrence 3D-comb";"Joint average";"case_1";0.0297065914215217
216;"Co-occurrence 3D-comb";"Joint average";"case_3";0.102070922662906
217;"Co-occurrence 3D-comb";"Joint variance";"case_2";0.0800008010322795
217;"Co-occurrence 3D-comb";"Joint variance";"case_4";0.318106962699814
217;"Co-occurrence 3D-comb";"Joint variance";"case_5";0.0870515864356926
217;"Co-occurrence 3D-comb";"Joint variance";"case_1";0.370666987635802
217;"Co-occurrence 3D-comb";"Joint variance";"case_3";1.8874926304588
218;"Co-occurrence 3D-comb";"Joint entropy";"case_2";0.0065323741624173
218;"Co-occurrence 3D-comb";"Joint entropy";"case_4";0.0215726952566126
218;"Co-occurrence 3D-comb";"Joint entropy";"case_5";0.0224920525682307
218;"Co-occurrence 3D-comb";"Joint entropy";"case_1";0.0299708734678534
218;"Co-occurrence 3D-comb";"Joint entropy";"case_3";0.0491167982942299
219;"Co-occurrence 3D-comb";"Difference average";"case_2";0.00630813255026371
219;"Co-occurrence 3D-comb";"Difference average";"case_4";0.0100068940927701
219;"Co-occurrence 3D-comb";"Difference average";"case_5";0.00675267907179331
219;"Co-occurrence 3D-comb";"Difference average";"case_1";0.0240639943377612
219;"Co-occurrence 3D-comb";"Difference average";"case_3";0.0388026577613296
220;"Co-occurrence 3D-comb";"Difference variance";"case_2";0.0372002819970898
220;"Co-occurrence 3D-comb";"Difference variance";"case_4";0.112404802054104
220;"Co-occurrence 3D-comb";"Difference variance";"case_5";0.0281119922048845
220;"Co-occurrence 3D-comb";"Difference variance";"case_1";0.192826531300339
220;"Co-occurrence 3D-comb";"Difference variance";"case_3";0.392391298290453
221;"Co-occurrence 3D-comb";"Difference entropy";"case_2";0.00562057261765685
221;"Co-occurrence 3D-comb";"Difference entropy";"case_4";0.00510310049398122
221;"Co-occurrence 3D-comb";"Difference entropy";"case_5";0.00440973390927013
221;"Co-occurrence 3D-comb";"Difference entropy";"case_1";0.015645185865596
221;"Co-occurrence 3D-comb";"Difference entropy";"case_3";0.0225264709894217
222;"Co-occurrence 3D-comb";"Sum average";"case_2";0.460999597734694
222;"Co-occurrence 3D-comb";"Sum average";"case_4";0.759910948724581
222;"Co-occurrence 3D-comb";"Sum average";"case_5";0.320354925472108
222;"Co-occurrence 3D-comb";"Sum average";"case_1";0.0594131828430438
222;"Co-occurrence 3D-comb";"Sum average";"case_3";0.204141845325812
223;"Co-occurrence 3D-comb";"Sum variance";"case_2";0.287456532535875
223;"Co-occurrence 3D-comb";"Sum variance";"case_4";1.26267080346144
223;"Co-occurrence 3D-comb";"Sum variance";"case_5";0.33046916708584
223;"Co-occurrence 3D-comb";"Sum variance";"case_1";1.19971236235552
223;"Co-occurrence 3D-comb";"Sum variance";"case_3";6.99277753806046
224;"Co-occurrence 3D-comb";"Sum entropy";"case_2";0.00412098257169122
224;"Co-occurrence 3D-comb";"Sum entropy";"case_4";0.0120671733800827
224;"Co-occurrence 3D-comb";"Sum entropy";"case_5";0.0092095870680649
224;"Co-occurrence 3D-comb";"Sum entropy";"case_1";0.0170851710683026
224;"Co-occurrence 3D-comb";"Sum entropy";"case_3";0.0287506771184844
225;"Co-occurrence 3D-comb";"Angular second moment";"case_2";0.000400073006108329
225;"Co-occurrence 3D-comb";"Angular second moment";"case_4";0.00242120354940028
225;"Co-occurrence 3D-comb";"Angular second moment";"case_5";0.000921491189080548
225;"Co-occurrence 3D-comb";"Angular second moment";"case_1";0.000544995375183227
225;"Co-occurrence 3D-comb";"Angular second moment";"case_3";0.000827943508086151
226;"Co-occurrence 3D-comb";"Contrast";"case_2";0.0509276198632555
226;"Co-occurrence 3D-comb";"Contrast";"case_4";0.136893949327325
226;"Co-occurrence 3D-comb";"Contrast";"case_5";0.0380254047953014
226;"Co-occurrence 3D-comb";"Contrast";"case_1";0.280163385651987
226;"Co-occurrence 3D-comb";"Contrast";"case_3";0.551880863710557
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_2";0.00630813255026369
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_4";0.0100068940927701
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_5";0.00675267907179331
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_1";0.0240639943377612
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_3";0.0388026577613296
228;"Co-occurrence 3D-comb";"Inverse difference";"case_2";0.000451421840705252
228;"Co-occurrence 3D-comb";"Inverse difference";"case_4";0.00199384481142781
228;"Co-occurrence 3D-comb";"Inverse difference";"case_5";0.00233210833369525
228;"Co-occurrence 3D-comb";"Inverse difference";"case_1";0.00194790687322638
228;"Co-occurrence 3D-comb";"Inverse difference";"case_3";0.0029175981597074
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_2";0.00015884773830806
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_4";0.000227996163824429
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_5";0.000192540527557983
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_1";0.000201214540107997
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_3";0.000363343407392813
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_2";0.000517532336519871
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_4";0.00196396893032841
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_5";0.00286072188789407
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_1";0.00226660370612602
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_3";0.00337357351634273
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_2";4.86166955995404e-05
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_4";9.90155532719528e-05
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_5";2.97110371719755e-05
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_1";6.26784633171618e-05
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_3";9.64465539089576e-05
232;"Co-occurrence 3D-comb";"Inverse variance";"case_2";0.00150096261040022
232;"Co-occurrence 3D-comb";"Inverse variance";"case_4";0.00424751101145036
232;"Co-occurrence 3D-comb";"Inverse variance";"case_5";0.000666729072626926
232;"Co-occurrence 3D-comb";"Inverse variance";"case_1";0.00122892916520043
232;"Co-occurrence 3D-comb";"Inverse variance";"case_3";0.00152733081283349
233;"Co-occurrence 3D-comb";"Correlation";"case_2";0.000705906986020477
233;"Co-occurrence 3D-comb";"Correlation";"case_4";0.0040352127127749
233;"Co-occurrence 3D-comb";"Correlation";"case_5";0.00321799788023101
233;"Co-occurrence 3D-comb";"Correlation";"case_1";0.000777846715546993
233;"Co-occurrence 3D-comb";"Correlation";"case_3";0.00067995202817786
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_2";9.93828245172917
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_4";16.3270958279209
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_5";6.1260456956767
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_1";1.03190356847749
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_3";6.31518027980158
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_2";0.287456532535875
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_4";1.26267080346144
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_5";0.33046916708584
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_1";1.19971236235552
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_3";6.99277753806046
236;"Co-occurrence 3D-comb";"Cluster shade";"case_2";10.528838334548
236;"Co-occurrence 3D-comb";"Cluster shade";"case_4";35.7939565019052
