"order";"family";"feature";"data_set";"tolerance"
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_1";0.000757787752179417
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_3";8.34598306530883e-05
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_2";123.928633448111
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_4";202.859941875125
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_5";17.8418483607373
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_1";43.5592107985716
385;"Neighbouring grey level dependence 2D";"High dependence high grey level emphasis";"case_3";232.43751783563
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_2";1.67557883749878
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_4";5.77126329948613
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_5";2.95340450060297
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_1";0.238116163067775
386;"Neighbouring grey level dependence 2D";"Grey level non-uniformity";"case_3";0.365304487230821
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_2";0.000394057774351375
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_4";0.00274634260081913
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_5";0.00143504932283599
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_1";0.00155846032571795
387;"Neighbouring grey level dependence 2D";"Grey level non-uniformity normalised";"case_3";0.00194168377558976
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_2";0.688982611372131
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_4";1.41014377101514
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_5";0.436551855795341
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_1";1.48424412607467
388;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity";"case_3";2.33353082153364
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_2";0.000675915953099439
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_4";0.000882509494335278
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_5";0.0014351628075813
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_1";0.00037179998314702
389;"Neighbouring grey level dependence 2D";"Dependence count non-uniformity normalised";"case_3";0.00045629755741381
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_2";0
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_4";0
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_5";0
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_1";0
390;"Neighbouring grey level dependence 2D";"Dependence count percentage";"case_3";0
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_2";0.272954493091762
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_4";0.603432132122213
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_5";0.122945760384997
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_1";0.353691536938393
391;"Neighbouring grey level dependence 2D";"Grey level variance";"case_3";1.59496204484164
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_2";0.0446172259967048
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_4";0.0761030942945327
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_5";0.0601864237568921
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_1";0.0122148861661321
392;"Neighbouring grey level dependence 2D";"Dependence count variance";"case_3";0.0125029425899781
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_2";0.00571246315805989
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_4";0.0097502051902036
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_5";0.00228725412818713
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_1";0.013140980106248
393;"Neighbouring grey level dependence 2D";"Dependence count entropy";"case_3";0.0181163650758669
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_2";0.000125492429979844
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_4";0.000698846588890448
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_5";5.17949106179024e-05
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_1";0.000273959547693695
394;"Neighbouring grey level dependence 2D";"Dependence count energy";"case_3";0.000281219126088907
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_2";0.000712805212354987
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_4";0.000686497132796949
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_5";0.000222596568732506
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_1";0.0016570461792838
395;"Neighbouring grey level dependence 3D";"Low dependence emphasis";"case_3";0.00200899708344096
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_2";1.0943641758398
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_4";3.72610982363765
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_5";1.98912550560033
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_1";0.668628287214876
396;"Neighbouring grey level dependence 3D";"High dependence emphasis";"case_3";1.14119162975042
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_2";0.000365136916743047
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_4";0.000808715362488795
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_5";0.000385347048237526
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_1";0.000237749493733596
397;"Neighbouring grey level dependence 3D";"Low grey level count emphasis";"case_3";3.05601199223717e-05
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_2";9.89192584383056
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_4";16.1763323260881
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_5";6.27715080921802
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_1";1.14688615390104
398;"Neighbouring grey level dependence 3D";"High grey level count emphasis";"case_3";6.4481967482275
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_2";0.000160007141427887
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_4";2.75010501946676e-05
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_5";0.00015399618208298
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_1";0.000131243779181596
399;"Neighbouring grey level dependence 3D";"Low dependence low grey level emphasis";"case_3";1.10926411879092e-05
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_2";0.82008729524172
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_4";1.13069803797406
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_5";0.838893209525085
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_1";0.251347932773017
400;"Neighbouring grey level dependence 3D";"Low dependence high grey level emphasis";"case_3";1.15513305980668
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_2";0.00866435799988432
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_4";0.0718721797498961
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_5";0.0101021067013059
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_1";0.000597609606832786
401;"Neighbouring grey level dependence 3D";"High dependence low grey level emphasis";"case_3";0.000122319046417654
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_2";673.178615687655
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_4";1260.53073877621
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_5";318.783834585925
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_1";337.562788442706
402;"Neighbouring grey level dependence 3D";"High dependence high grey level emphasis";"case_3";2087.73987520238
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_2";37.6906230111914
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_4";218.871741800284
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_5";126.512012028466
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_1";5.47768306643429
403;"Neighbouring grey level dependence 3D";"Grey level non-uniformity";"case_3";5.41294998253743
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_2";0.000421729070174222
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_4";0.00219983399394974
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_5";0.00146747663254957
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_1";0.0014543209405324
404;"Neighbouring grey level dependence 3D";"Grey level non-uniformity normalised";"case_3";0.00200084458775469
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_2";7.62989412616388
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_4";22.1971578319276
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_5";5.02845657794242
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_1";18.1409525150182
405;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity";"case_3";51.678620833922
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_2";0.000161394949813619
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_4";0.000166519565291829
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_5";0.000662032409102271
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_1";0.000248420635177816
406;"Neighbouring grey level dependence 3D";"Dependence count non-uniformity normalised";"case_3";0.000391221831790606
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_2";0
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_4";0
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_5";0
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_1";0
407;"Neighbouring grey level dependence 3D";"Dependence count percentage";"case_3";0
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_2";0.0967279683696225
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_4";0.294383139565887
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_5";0.112963194617806
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_1";0.465384031501034
408;"Neighbouring grey level dependence 3D";"Grey level variance";"case_3";2.00498398960937
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_2";0.475654058994592
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_4";1.25004096863723
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_5";0.671993004714471
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_1";0.0671553262500485
409;"Neighbouring grey level dependence 3D";"Dependence count variance";"case_3";0.088801259518706
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_2";0.00415150368686095
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_4";0.00890350880495632
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_5";0.00241127275134434
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_1";0.00907540412788785
410;"Neighbouring grey level dependence 3D";"Dependence count entropy";"case_3";0.0167880533591638
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_2";3.39380562604128e-05
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_4";0.000111588597758258
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_5";1.27990051249782e-05
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_1";6.84768443577406e-05
411;"Neighbouring grey level dependence 3D";"Dependence count energy";"case_3";9.05226561547648e-05
